ARTIKEL;SORTE;AUFTRAG;POSITION;KUNDE;WUNSCHLIEFERTERMIN;LIEFERTERMIN;WUNSCHMENGE
15-070-435-01860-076130G0;K 15;25031586;1;C-110;2/10/26 17:00;2/9/26;25000
15-070-435-01880-076130G0;K 15;25031734;1;C-120;2/10/26;2/9/26;25000
15-070-435-01780-076130G0;K 15;25031709;1;C-100;2/10/26;2/9/26;12500
15-070-435-01800-076130G0;K 15;25031740;1;C-130;2/10/26;2/9/26;25000
15-070-435-01880-076130G0;K 15;25031707;1;C-100;2/10/26;2/9/26;25000
15-070-435-01900-076130G0;K 15;25031708;1;C-100;2/10/26;2/9/26;25000
15-070-435-01860-076130G0;K 15;25031706;1;C-100;2/10/26;2/9/26;25000
05-070-420-01900-076150G0;K 05;25031814;2;C-120;2/10/26;2/9/26;12500
05-070-420-01400-076150G0;K 05;25031814;1;C-120;2/10/26;2/9/26;12500
15-070-435-01800-076130G0;K 15;25031587;1;C-110;2/9/26;2/6/26;25000
15-070-435-01840-076130G0;K 15;25031577;1;C-100;2/9/26;2/6/26;25000
15-070-435-01860-076130G0;K 15;25031578;1;C-100;2/9/26;2/6/26;25000
15-070-435-01860-076130G0;K 15;25031604;1;C-130;2/9/26;2/17/26;18700
05-070-420-01900-076150G0;K 05;25031855;1;C-110;2/9/26;2/6/26;25000
15-070-435-01880-076130G0;K 15;25031621;1;C-130;2/9/26;2/6/26;25000
15-070-435-01890-076130G0;K 15;25031605;1;C-130;2/9/26;2/6/26;25000
05-070-420-01100-076150G0;K 05;25031813;1;C-120;2/9/26;2/6/26;25000
15-070-435-01880-076130G0;K 15;25031583;1;C-110;2/6/26 17:00;2/5/26;25000
15-070-435-01840-076130G0;K 15;25031585;1;C-110;2/6/26;2/5/26;25000
15-070-435-01840-076130G0;K 15;25031601;1;C-130;2/6/26;2/5/26;25000
15-070-435-01860-076130G0;K 15;25031574;1;C-100;2/6/26;2/6/26;25000
15-070-435-01890-076130G0;K 15;25031576;1;C-100;2/6/26;2/5/26;25000
15-070-435-01800-076130G0;K 15;25031573;1;C-100;2/6/26;2/5/26;25000
05-070-420-00900-076150G0;K 05;25031812;1;C-120;2/6/26;2/5/26;25000
15-070-435-01880-076130G0;K 15;25031575;1;C-100;2/6/26;2/5/26;25000
05-070-420-02200-076150G0;K 05;25031538;2;C-120;2/5/26 17:00;2/4/26;20000
05-070-420-01100-076150G0;K 05;25031538;1;C-120;2/5/26 17:00;2/4/26;5000
15-070-435-01800-076130G0;K 15;25031590;1;C-120;2/5/26;2/4/26;25000
15-070-435-01880-076130G0;K 15;25031591;1;C-120;2/5/26;2/4/26;25000
15-070-435-01890-076130G0;K 15;25031584;1;C-110;2/5/26;2/4/26;15000
15-070-435-01900-076130G0;K 15;25031584;2;C-110;2/5/26;2/4/26;10000
15-070-435-01900-076130G0;K 15;25031572;1;C-100;2/5/26;2/4/26;25000
15-070-435-01800-076130G0;K 15;25031598;1;C-130;2/5/26;2/4/26;25000
15-070-435-01840-076130G0;K 15;25031571;1;C-100;2/5/26;2/4/26;25000
15-070-435-01860-076130G0;K 15;25031642;2;C-130;2/5/26;2/5/26;15000
15-070-435-01860-076130G0;K 15;25031414;1;C-120;2/4/26 17:00;2/3/26;25000
15-070-435-01860-076130G0;K 15;25031596;1;C-130;2/4/26;2/3/26;25000
15-070-435-01800-076130G0;K 15;25031581;1;C-110;2/4/26;2/3/26;25000
15-070-435-01780-076130G0;K 15;25031641;2;C-130;2/4/26;2/3/26;12500
15-070-435-01740-076130G0;K 15;25031641;1;C-130;2/4/26;2/3/26;12500
15-070-435-01880-076130G0;K 15;25031570;1;C-100;2/4/26;2/3/26;25000
15-070-435-01860-076130G0;K 15;25031569;1;C-100;2/4/26;2/4/26;25000
15-070-435-01840-076130G0;K 15;25031582;1;C-110;2/4/26;2/3/26;25000
15-070-435-01720-076130G0;K 15;25031568;3;C-100;2/4/26;2/3/26;9000
15-070-435-01000-076130G0;K 15;25031568;2;C-100;2/4/26;2/3/26;10000
15-070-435-01840-076130G0;K 15;25031589;1;C-120;2/4/26;2/3/26;25000
15-070-435-01840-076130G0;K 15;25031503;1;C-130;2/3/26 17:00;2/2/26;25000
05-070-420-00900-076150G0;K 05;25031665;1;C-120;2/3/26;2/2/26;25000
15-070-435-01860-076130G0;K 15;25031566;1;C-100;2/3/26;2/2/26;25000
15-070-435-01840-076130G0;K 15;25031565;1;C-100;2/3/26;2/2/26;25000
15-070-435-01760-076130G0;K 15;25031579;2;C-110;2/3/26;2/2/26;17500
15-070-435-01880-076130G0;K 15;25031595;1;C-130;2/3/26;2/2/26;25000
15-070-435-01880-076130G0;K 15;25031580;1;C-110;2/3/26;2/2/26;25000
15-070-435-01880-076130G0;K 15;25031403;1;C-130;2/2/26 17:00;1/30/26;25000
15-070-435-01840-076130G0;K 15;25031482;1;C-100;2/2/26;1/30/26;25000
15-070-435-01860-076130G0;K 15;25031513;1;C-100;2/2/26;1/30/26;25000
15-070-435-01820-076130G0;K 15;25031508;1;C-130;2/2/26;1/30/26;25000
15-070-435-01860-076130G0;K 15;25031509;1;C-130;2/2/26;1/30/26;25000
05-070-420-00600-076150G0;K 05;25031664;2;C-120;2/2/26;1/30/26;10000
05-070-420-00700-076150G0;K 05;25031664;3;C-120;2/2/26;1/30/26;7500
15-070-435-01840-076130G0;K 15;25031552;1;C-120;2/2/26;1/30/26;25000
15-070-435-01880-076130G0;K 15;25031533;1;C-110;2/2/26;1/30/26;25000
15-070-435-01720-076130G0;K 15;25031532;1;C-130;2/2/26;1/30/26;25000
15-070-435-01890-076130G0;K 15;25031499;1;C-120;2/2/26;1/29/26;25000
15-070-435-01860-076130G0;K 15;25031511;1;C-110;2/2/26;1/30/26;25000
15-070-435-01800-076130G0;K 15;25031506;1;C-130;1/30/26;1/29/26;25000
15-070-435-01880-076130G0;K 15;25031491;1;C-110;1/30/26;1/29/26;25000
15-070-435-01840-076130G0;K 15;25031490;1;C-110;1/30/26;1/29/26;25000
15-070-435-01880-076130G0;K 15;25031480;1;C-100;1/30/26;1/29/26;25000
15-070-435-01860-076130G0;K 15;25031479;1;C-100;1/30/26;1/29/26;25000
15-070-435-01760-076130G0;K 15;25031497;1;C-120;1/30/26;1/29/26;25000
15-070-435-01860-076130G0;K 15;25031498;1;C-120;1/30/26;1/29/26;25000
15-070-435-01680-076130G0;K 15;25031510;2;C-130;1/30/26;1/29/26;12500
15-070-435-01890-076130G0;K 15;25031477;1;C-100;1/29/26;1/28/26;25000
15-070-435-01840-076130G0;K 15;25031476;1;C-100;1/29/26;1/28/26;25000
15-070-435-01800-076130G0;K 15;25031475;1;C-100;1/29/26;1/28/26;25000
15-070-435-01860-076130G0;K 15;25031489;1;C-110;1/29/26;1/28/26;25000
15-070-435-01800-076130G0;K 15;25031494;1;C-120;1/29/26;1/28/26;25000
15-070-435-01880-076130G0;K 15;25031504;1;C-130;1/29/26;1/28/26;25000
15-070-435-01800-076130G0;K 15;25031488;1;C-110;1/29/26;1/28/26;25000
15-070-435-01880-076130G0;K 15;25031495;1;C-120;1/29/26;1/28/26;25000
15-070-435-01840-076130G0;K 15;25031471;1;C-100;1/28/26;1/27/26;25000
15-070-435-01840-076130G0;K 15;25031492;1;C-120;1/28/26;1/27/26;25000
15-070-435-01880-076130G0;K 15;25031487;1;C-110;1/28/26;1/27/26;25000
15-070-435-01860-076130G0;K 15;25031501;1;C-130;1/28/26;1/28/26;25000
15-070-435-01880-076130G0;K 15;25031473;1;C-100;1/28/26;1/27/26;25000
15-070-435-01820-076130G0;K 15;25031493;3;C-120;1/28/26;1/27/26;10000
15-070-435-01780-076130G0;K 15;25031493;2;C-120;1/28/26;1/27/26;5000
15-070-435-01740-076130G0;K 15;25031493;1;C-120;1/28/26;1/27/26;10000
15-070-435-01860-076130G0;K 15;25031472;1;C-100;1/28/26;1/27/26;25000
05-070-420-01100-076150G0;K 05;25031551;1;C-110;1/28/26;1/27/26;25000
15-070-435-01660-076130G0;K 15;25031324;1;C-130;1/27/26 17:00;1/27/26;7500
05-070-420-01100-076150G0;K 05;25031331;2;C-120;1/27/26 17:00;1/26/26;20000
05-070-420-00500-076150G0;K 05;25031331;1;C-120;1/27/26 17:00;1/26/26;5000
15-070-435-01880-076130G0;K 15;25031324;2;C-130;1/27/26 17:00;1/27/26;17500
15-070-435-01800-076130G0;K 15;25031286;1;C-130;1/27/26 17:00;1/26/26;25000
15-070-435-01760-076130G0;K 15;25031325;1;C-130;1/27/26 17:00;1/27/26;25000
05-070-420-01100-076150G0;K 05;25031535;1;C-120;1/27/26;1/26/26;12500
05-070-420-00800-076150G0;K 05;25031534;1;C-120;1/27/26;1/26/26;25000
05-070-420-01400-076150G0;K 05;25031535;2;C-120;1/27/26;1/26/26;12500
15-070-435-01860-076130G0;K 15;25031469;1;C-100;1/27/26;1/26/26;25000
15-070-435-01890-076130G0;K 15;25031485;1;C-110;1/27/26;1/26/26;25000
15-070-435-01760-076130G0;K 15;25031484;1;C-110;1/27/26;1/26/26;25000
15-070-435-01740-076130G0;K 15;25031470;2;C-100;1/27/26;1/26/26;12500
05-070-420-00900-076150G0;K 05;25030262;2;C-120;1/26/26 17:00;1/23/26;10000
05-070-420-00850-076150G0;K 05;25030262;1;C-120;1/26/26 17:00;1/23/26;15000
15-070-435-01860-076130G0;K 15;25030999;1;C-130;1/26/26 17:00;1/23/26;25000
05-070-420-01000-076150G0;K 05;25030833;1;C-120;1/26/26 17:00;1/23/26;25000
15-070-435-01800-076130G0;K 15;25031301;1;C-110;1/26/26;1/23/26;25000
15-070-435-01880-076130G0;K 15;25031294;1;C-120;1/26/26;1/23/26;25000
15-070-435-01680-076130G0;K 15;25031293;2;C-120;1/26/26;1/23/26;7500
15-070-435-01860-076130G0;K 15;25031406;1;C-100;1/26/26;1/26/26;25000
15-070-435-01840-076130G0;K 15;25031293;1;C-120;1/26/26;1/23/26;17500
15-070-435-00720-076130G0;K 15;25031316;1;C-100;1/26/26;;7500
15-070-435-01760-076130G0;K 15;25031312;1;C-100;1/26/26;1/23/26;25000
15-070-435-01900-076130G0;K 15;25031313;1;C-100;1/26/26;1/23/26;25000
15-070-435-01880-076130G0;K 15;25031314;1;C-100;1/26/26;1/23/26;25000
15-070-435-01840-076130G0;K 15;25031404;1;C-110;1/26/26;1/23/26;25000
15-070-435-01840-076130G0;K 15;25031315;1;C-100;1/26/26;1/23/26;25000
15-070-435-01840-076130G0;K 15;25031287;1;C-130;1/26/26;1/23/26;25000
15-070-435-01170-076130G0;K 15;25031284;1;C-130;1/23/26;1/22/26;10000
05-070-420-01900-076150G0;K 05;25031512;2;C-110;1/23/26;1/22/26;15000
15-070-435-01800-076130G0;K 15;25031291;1;C-120;1/23/26;1/22/26;25000
15-070-435-01880-076130G0;K 15;25031292;1;C-120;1/23/26;1/22/26;25000
15-070-435-01880-076130G0;K 15;25031285;1;C-130;1/23/26;1/22/26;25000
15-070-435-01190-076130G0;K 15;25031284;2;C-130;1/23/26;1/22/26;15000
15-070-435-01800-076130G0;K 15;25031308;1;C-100;1/23/26;1/22/26;25000
15-070-435-01860-076130G0;K 15;25031309;1;C-100;1/23/26;1/22/26;25000
15-070-435-01880-076130G0;K 15;25031310;1;C-100;1/23/26;1/22/26;25000
15-070-435-01860-076130G0;K 15;25031300;1;C-110;1/23/26;1/22/26;25000
15-070-435-01840-076130G0;K 15;25031311;1;C-100;1/23/26;1/22/26;25000
15-070-435-01860-076130G0;K 15;25031326;1;C-120;1/23/26;1/22/26;25000
15-070-435-01800-076130G0;K 15;25031217;1;C-130;1/22/26 17:00;1/22/26;25000
15-070-435-00700-076130G0;K 15;25030820;1;C-100;1/22/26 17:00;1/21/26;7500
15-070-435-00750-076130G0;K 15;25030820;3;C-100;1/22/26 17:00;1/21/26;10000
15-070-435-00720-076130G0;K 15;25030820;2;C-100;1/22/26 17:00;1/21/26;7500
15-070-435-01840-076130G0;K 15;25031298;1;C-110;1/22/26;1/21/26;25000
15-070-435-01860-076130G0;K 15;25031290;1;C-120;1/22/26;1/21/26;25000
15-070-435-01890-076130G0;K 15;25031307;1;C-100;1/22/26;1/21/26;25000
15-070-435-01840-076130G0;K 15;25031306;1;C-100;1/22/26;1/21/26;25000
05-070-420-00600-076150G0;K 05;25031405;1;C-110;1/22/26;1/21/26;14000
05-070-420-00800-076150G0;K 05;25031405;2;C-110;1/22/26;1/21/26;11000
15-070-435-01000-076130G0;K 15;25031305;1;C-100;1/21/26;1/20/26;15000
15-070-435-01740-076130G0;K 15;25031283;1;C-130;1/21/26;1/20/26;10000
15-070-435-01800-076130G0;K 15;25031296;1;C-110;1/21/26;1/20/26;25000
15-070-435-01880-076130G0;K 15;25031275;1;C-120;1/21/26;1/20/26;25000
15-070-435-01840-076130G0;K 15;25031289;1;C-120;1/21/26;1/20/26;25000
15-070-435-01860-076130G0;K 15;25031303;1;C-100;1/21/26;1/20/26;25000
15-070-435-01880-076130G0;K 15;25031304;1;C-100;1/21/26;1/20/26;25000
15-070-435-01880-076130G0;K 15;25031297;1;C-110;1/21/26;1/20/26;25000
15-070-435-01840-076130G0;K 15;25031215;1;C-130;1/20/26 17:00;1/19/26;25000
15-070-435-01880-076130G0;K 15;25031216;1;C-130;1/20/26 17:00;1/20/26;25000
15-070-435-01860-076130G0;K 15;25031302;1;C-100;1/20/26;1/19/26;25000
15-070-435-01840-076130G0;K 15;25031256;1;C-100;1/20/26;1/19/26;25000
05-070-420-02900-076150G0;K 05;25031150;2;C-120;1/19/26 17:00;1/16/26;15000
05-070-420-01100-076150G0;K 05;25031150;1;C-120;1/19/26 17:00;1/16/26;10000
15-070-435-01880-076130G0;K 15;25031205;1;C-110;1/19/26;1/16/26;25000
15-070-435-01860-076130G0;K 15;25031218;1;C-130;1/19/26;1/16/26;25000
15-070-435-01840-076130G0;K 15;25031204;1;C-110;1/19/26;1/15/26;25000
15-070-435-01800-076130G0;K 15;25031195;1;C-100;1/19/26;1/16/26;25000
15-070-435-01860-076130G0;K 15;25031196;1;C-100;1/19/26;1/16/26;25000
15-070-435-01840-076130G0;K 15;25031198;1;C-100;1/19/26;1/16/26;25000
15-070-435-01720-076130G0;K 15;25031258;1;C-110;1/19/26;1/19/26;25000
15-070-435-01880-076130G0;K 15;25031214;1;C-120;1/19/26;1/16/26;25000
15-070-435-13500-076130G0;K 15;25029706;1;C-100;1/16/26 17:00;1/15/26;12500
15-070-435-01860-076130G0;K 15;25029706;2;C-100;1/16/26 17:00;1/15/26;12500
05-070-420-01200-076150G0;K 05;25031148;2;C-120;1/16/26 17:00;1/15/26;15000
05-070-420-00800-076150G0;K 05;25031148;1;C-120;1/16/26 17:00;1/15/26;10000
15-070-435-01890-076130G0;K 15;25031212;1;C-120;1/16/26;1/15/26;25000
15-070-435-01820-076130G0;K 15;25031192;2;C-100;1/16/26;1/15/26;12500
15-070-435-01840-076130G0;K 15;25031193;1;C-100;1/16/26;1/15/26;25000
15-070-435-01860-076130G0;K 15;25031202;1;C-110;1/16/26;1/15/26;25000
15-070-435-01880-076130G0;K 15;25031194;1;C-100;1/16/26;1/15/26;25000
05-070-420-01100-076150G0;K 05;25031329;2;C-120;1/16/26;1/15/26;4600
05-070-420-01400-076150G0;K 05;25031328;3;C-120;1/16/26;1/15/26;12500
15-070-435-01840-076130G0;K 15;25031211;1;C-120;1/16/26;1/15/26;25000
15-070-435-01840-076130G0;K 15;25031190;1;C-100;1/15/26;1/14/26;25000
15-070-435-01860-076130G0;K 15;25031191;1;C-100;1/15/26;1/14/26;25000
15-070-435-01720-076130G0;K 15;25031261;1;C-130;1/15/26;1/14/26;15000
15-070-435-01760-076130G0;K 15;25031201;2;C-110;1/15/26;1/14/26;17500
15-070-435-01800-076130G0;K 15;25031208;1;C-120;1/15/26;1/14/26;25000
15-070-435-01880-076130G0;K 15;25031209;1;C-120;1/15/26;1/14/26;25000
15-070-435-01740-076130G0;K 15;25031201;1;C-110;1/15/26;1/14/26;7500
15-070-435-01780-076130G0;K 15;25031261;2;C-130;1/15/26;1/14/26;10000
15-070-435-01840-076130G0;K 15;25031015;1;C-110;1/14/26 17:00;1/13/26;25000
15-070-435-01820-076130G0;K 15;25031260;2;C-120;1/14/26;1/13/26;7500
15-070-435-01860-076130G0;K 15;25031131;1;C-120;1/14/26;1/13/26;25000
05-070-420-00700-076150G0;K 05;25031200;2;C-110;1/14/26;1/13/26;18000
15-070-435-01860-076130G0;K 15;25031188;1;C-100;1/14/26;1/13/26;25000
15-070-435-01890-076130G0;K 15;25031189;1;C-100;1/14/26;1/14/26;25000
15-070-435-01800-076130G0;K 15;25031137;1;C-130;1/14/26;1/14/26;25000
15-070-435-01780-076130G0;K 15;25031260;1;C-120;1/14/26;1/13/26;7500
15-070-435-01800-076130G0;K 15;25031255;1;C-100;1/14/26;1/13/26;25000
15-070-435-01840-076130G0;K 15;25030882;1;C-100;1/13/26 17:00;1/12/26;25000
15-070-435-01880-076130G0;K 15;25031006;1;C-110;1/13/26 17:00;1/13/26;25000
15-070-435-01860-076130G0;K 15;25031122;1;C-100;1/13/26;1/12/26;25000
15-070-435-01880-076130G0;K 15;25031123;1;C-100;1/13/26;1/12/26;25000
15-070-435-01820-076130G0;K 15;25031136;1;C-130;1/13/26;1/12/26;25000
05-070-420-00600-076150G0;K 05;25031206;1;C-120;1/13/26;1/12/26;25000
05-070-420-00900-076150G0;K 05;25031127;1;C-120;1/13/26;1/12/26;25000
05-070-420-01900-076150G0;K 05;25031207;1;C-120;1/13/26;1/12/26;25000
15-070-435-01880-076130G0;K 15;25031135;1;C-130;1/13/26;1/12/26;25000
15-070-435-01800-076130G0;K 15;25031121;1;C-100;1/13/26;1/12/26;25000
15-070-435-01880-076130G0;K 15;25030885;3;C-120;1/13/26;1/12/26;21100
15-070-435-01840-076130G0;K 15;25031128;1;C-120;1/13/26;1/12/26;25000
15-070-435-01760-076130G0;K 15;25030874;1;C-130;1/12/26 17:00;1/9/26;25000
15-070-435-01760-076130G0;K 15;25030883;1;C-120;1/12/26 17:00;1/9/26;25000
15-070-435-01860-076130G0;K 15;25030849;1;C-100;1/12/26 17:00;1/9/26;25000
15-070-435-00980-076130G0;K 15;25031134;2;C-130;1/12/26;1/9/26;12500
15-070-435-01900-076130G0;K 15;25030986;1;C-100;1/12/26;1/9/26;25000
15-070-435-01880-076130G0;K 15;25030992;1;C-120;1/12/26;1/9/26;25000
15-070-435-01890-076130G0;K 15;25031125;1;C-110;1/12/26;1/9/26;25000
15-070-435-01800-076130G0;K 15;25031005;1;C-110;1/12/26;1/9/26;25000
15-070-435-01800-076130G0;K 15;25031014;1;C-130;1/12/26;1/9/26;25000
15-070-435-01840-076130G0;K 15;25031120;1;C-100;1/12/26;1/9/26;25000
15-070-435-01800-076130G0;K 15;25030844;1;C-100;1/9/26 17:00;1/8/26;25000
15-070-435-01880-076130G0;K 15;25030968;1;C-100;1/9/26 17:00;1/8/26;25000
15-070-435-01840-076130G0;K 15;25030840;1;C-100;1/9/26 17:00;1/8/26;25000
05-070-420-01100-076150G0;K 05;25031029;1;C-120;1/9/26;1/8/26;25000
15-070-435-01860-076130G0;K 15;25031004;1;C-110;1/9/26;1/8/26;25000
15-070-435-01860-076130G0;K 15;25030984;1;C-100;1/9/26;1/8/26;25000
15-070-435-01740-076130G0;K 15;25030989;1;C-120;1/9/26;1/8/26;7500
15-070-435-01800-076130G0;K 15;25030989;2;C-120;1/9/26;1/8/26;17500
15-070-435-01860-076130G0;K 15;25030990;1;C-120;1/9/26;1/8/26;25000
15-070-435-01860-076130G0;K 15;25030997;1;C-130;1/9/26;1/8/26;25000
15-070-435-01880-076130G0;K 15;25030998;1;C-130;1/9/26;1/8/26;25000
05-070-420-00800-076150G0;K 05;25031028;1;C-120;1/9/26;1/8/26;25000
05-070-420-00800-076150G0;K 05;25031019;1;C-110;1/9/26;1/8/26;15000
05-070-420-01100-076150G0;K 05;25031018;1;C-110;1/9/26;1/8/26;25000
15-070-435-01840-076130G0;K 15;25031132;1;C-130;1/9/26;1/9/26;25000
15-070-435-01800-076130G0;K 15;25030783;1;C-130;1/8/26 17:00;1/8/26;25000
15-070-435-01880-076130G0;K 15;25030859;1;C-120;1/8/26 17:00;1/7/26;25000
15-070-435-01840-076130G0;K 15;25030799;1;C-100;1/8/26 17:00;1/7/26;25000
15-070-435-01880-076130G0;K 15;25030850;1;C-100;1/8/26 17:00;1/7/26;25000
15-070-435-01860-076130G0;K 15;25030967;1;C-100;1/8/26 17:00;1/7/26;25000
15-070-435-01840-076130G0;K 15;25030789;1;C-130;1/8/26 17:00;1/7/26;25000
15-070-435-01880-076130G0;K 15;25030866;1;C-130;1/8/26 17:00;1/7/26;25000
15-070-435-01840-076130G0;K 15;25031001;1;C-110;1/8/26;1/7/26;25000
15-070-435-01840-076130G0;K 15;25030988;1;C-120;1/8/26;1/7/26;25000
15-070-435-01890-076130G0;K 15;25030983;1;C-100;1/8/26;1/7/26;25000
05-070-420-00700-076150G0;K 05;25031008;1;C-120;1/8/26;1/7/26;25000
15-070-435-01880-076130G0;K 15;25031002;1;C-110;1/8/26;1/7/26;25000
05-070-420-00900-076150G0;K 05;25031016;1;C-110;1/8/26;1/7/26;25000
15-070-435-01880-076130G0;K 15;25030766;1;C-110;12/22/25 17:00;12/19/25;25000
05-070-420-00800-076150G0;K 05;25031043;1;C-110;12/22/25;12/19/25;12500
15-070-435-01880-076130G0;K 15;25030884;1;C-130;12/22/25;12/19/25;25000
05-070-420-01100-076150G0;K 05;25031043;2;C-110;12/22/25;12/19/25;12500
05-070-420-00800-076150G0;K 05;25031039;1;C-110;12/22/25;12/19/25;12500
05-070-420-01100-076150G0;K 05;25031039;2;C-110;12/22/25;12/19/25;12500
15-070-435-01840-076130G0;K 15;25030865;1;C-120;12/22/25;12/19/25;25000
15-070-435-01800-076130G0;K 15;25030858;1;C-110;12/22/25;12/19/25;25000
15-070-435-01840-076130G0;K 15;25030941;1;C-110;12/22/25;12/18/25;25000
15-070-435-01860-076130G0;K 15;25030994;1;C-130;12/22/25;12/19/25;25000
15-070-435-01860-076130G0;K 15;25030980;1;C-110;12/19/25;12/18/25;25000
15-070-435-01860-076130G0;K 15;25030873;1;C-130;12/19/25;12/18/25;25000
15-070-435-01880-076130G0;K 15;25030857;1;C-110;12/19/25;12/18/25;25000
15-070-435-01880-076130G0;K 15;25030993;1;C-130;12/19/25;12/18/25;25000
05-070-420-01100-076150G0;K 05;25031020;1;C-110;12/19/25;12/18/25;25000
15-070-435-01800-076130G0;K 15;25030872;1;C-130;12/19/25;12/18/25;25000
05-070-420-01400-076150G0;K 05;25031000;1;C-110;12/19/25;12/18/25;7500
15-070-435-01880-076130G0;K 15;25030864;1;C-120;12/19/25;12/18/25;25000
15-070-435-01800-076130G0;K 15;25030978;1;C-110;12/19/25;12/18/25;25000
15-070-435-01840-076130G0;K 15;25030848;1;C-100;12/19/25;12/18/25;25000
15-070-435-01840-076130G0;K 15;25030856;1;C-110;12/18/25 17:00;12/17/25;25000
15-070-435-01800-076130G0;K 15;25030863;1;C-120;12/18/25;12/17/25;25000
15-070-435-01760-076130G0;K 15;25030843;1;C-100;12/18/25;12/17/25;25000
15-070-435-01860-076130G0;K 15;25030845;1;C-100;12/18/25;12/17/25;25000
15-070-435-01840-076130G0;K 15;25030862;1;C-120;12/18/25;12/17/25;25000
15-070-435-01900-076130G0;K 15;25030846;1;C-100;12/18/25;12/17/25;25000
15-070-435-01880-076130G0;K 15;25030855;1;C-110;12/18/25;12/17/25;25000
15-070-435-01860-076130G0;K 15;25030854;1;C-110;12/18/25;12/17/25;25000
15-070-435-01880-076130G0;K 15;25030981;1;C-110;12/18/25;12/17/25;25000
15-070-435-01840-076130G0;K 15;25030979;1;C-110;12/18/25;12/17/25;25000
15-070-435-01880-076130G0;K 15;25030871;1;C-130;12/18/25;12/17/25;25000
15-070-435-01840-076130G0;K 15;25030870;1;C-130;12/18/25;12/18/25;25000
15-070-435-01890-076130G0;K 15;25030852;1;C-110;12/17/25 17:00;12/16/25;25000
15-070-435-01880-076130G0;K 15;25030869;1;C-130;12/17/25;12/16/25;25000
15-070-435-01860-076130G0;K 15;25030841;1;C-100;12/17/25;12/16/25;25000
15-070-435-01890-076130G0;K 15;25030842;1;C-100;12/17/25;12/16/25;25000
15-070-435-01800-076130G0;K 15;25030867;1;C-130;12/17/25;12/17/25;25000
05-070-420-01900-076150G0;K 05;25030938;1;C-110;12/17/25;12/16/25;25000
15-070-435-01860-076130G0;K 15;25030860;1;C-120;12/17/25;12/16/25;25000
15-070-435-01860-076130G0;K 15;25030868;1;C-130;12/17/25;12/17/25;25000
15-070-435-01890-076130G0;K 15;25030861;1;C-120;12/17/25;12/16/25;25000
15-070-435-01800-076130G0;K 15;25030940;1;C-110;12/17/25;12/16/25;25000
15-070-435-00750-076130G0;K 15;25030258;1;C-100;12/16/25 17:00;12/15/25;12500
15-070-435-01840-076130G0;K 15;25030853;1;C-110;12/16/25 17:00;12/15/25;25000
15-070-435-01880-076130G0;K 15;25030794;1;C-130;12/16/25 17:00;12/16/25;25000
15-070-435-01840-076130G0;K 15;25030258;2;C-100;12/16/25 17:00;12/15/25;12500
15-070-435-01860-076130G0;K 15;25030837;1;C-100;12/16/25;12/16/25;25000
15-070-435-01880-076130G0;K 15;25030838;1;C-100;12/16/25;12/16/25;25000
05-070-420-00600-076150G0;K 05;25030936;1;C-120;12/16/25;12/15/25;15000
05-070-420-00700-076150G0;K 05;25030936;2;C-120;12/16/25;12/15/25;10000
15-070-435-01190-076130G0;K 15;25030756;2;C-100;12/16/25;12/15/25;7500
15-070-435-01170-076130G0;K 15;25030756;1;C-100;12/16/25;12/15/25;7500
15-070-435-01680-076130G0;K 15;25030932;2;C-130;12/16/25;12/16/25;12500
15-070-435-01740-076130G0;K 15;25030756;4;C-100;12/16/25;12/15/25;10000
05-070-420-01400-076150G0;K 05;25030896;2;C-110;12/16/25;12/15/25;9000
15-070-435-01800-076130G0;K 15;25030851;1;C-110;12/16/25;12/15/25;25000
05-070-420-01000-076150G0;K 05;25030828;3;C-120;12/15/25 17:00;12/12/25;1400
05-070-420-00900-076150G0;K 05;25030828;2;C-120;12/15/25 17:00;12/12/25;13600
05-070-420-00900-076150G0;K 05;25030802;1;C-110;12/15/25 17:00;12/12/25;25000
15-070-435-01880-076130G0;K 15;25030611;1;C-110;12/15/25 17:00;12/12/25;25000
15-070-435-00700-076130G0;K 15;25030257;1;C-100;12/15/25 17:00;12/12/25;7500
15-070-435-01860-076130G0;K 15;25030257;2;C-100;12/15/25 17:00;12/12/25;17500
15-070-435-01860-076130G0;K 15;25030800;1;C-100;12/15/25;12/12/25;25000
15-070-435-01860-076130G0;K 15;25030795;1;C-130;12/15/25;12/12/25;25000
15-070-435-01720-076130G0;K 15;25030767;1;C-110;12/15/25;12/12/25;25000
